URL,True_Label,Predicted_Label
https://www.predpol.com,1,1
http://www.base-1304593971.cos.eu-frankfurt.myqcloud.com,0,0
https://www.npsoregon.org,1,1
https://www.xyht.com,1,1
https://www.kixdesk.com,1,1
http://www.eblaghie-019.ml,0,0
http://www.word9500.xxus.us,0,0
http://www.hydromc.ru,0,0
https://www.calnative.com,1,1
https://bunzk163.com/assets/steam.html,0,0
http://www.domainscsgo.ru.xsph.ru,0,0
https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/frdtal0a81zt/b/2347839829490docs49330/o/microsoftonline.htm,0,0
https://www.reefed.edu.au,1,1
http://www.digitalphotohub.com,0,0
http://att-104388.weeblysite.com/,0,0
https://bafkreieziqc4koyeveelyf7ruhgsivppdvz23fmwv2sz4jukqytcw6nv5a.ipfs.infura-ipfs.io,0,0
https://www.vigienature.fr,1,1
https://www.thewoodwardschool.org,1,1
https://www.greeleyschools.org,1,1
https://394801brl.jimdosite.com/,0,0
http://www.boardmart.co.za,0,0
https://3uml42q7h5iwui7w6za2po5gwxuhzah3i7ywuunmnlle6cye-ipfs-w3s-link.translate.goog/01.html?test@example.com+&_x_tr_hp=bafybeigzpw&_x_tr_sl=auto&_x_tr_tl=en-gb&_x_tr_hl=en-gb,0,0
http://netflix-lsvt9s3tm-jssdestroyerman.vercel.app/,0,0
https://att-mail-101605.square.site/,0,0
http://bafybeihgazb5uhbeibdppfctmekvmw7mp76743reymkzxnnh6fmudk4rie.ipfs.dweb.link/,0,0
https://www-info-epos.layzada.com/,0,1
https://s.free.fr/5ff6ckrg,0,0
https://bafybeibrerjbpagzyqbn4j4pexhayqcvruhmrakh3ajddwcrxwf7ure5vm.ipfs.dweb.link/d2-sjs.html,0,0
https://posti-paketti-fi-tiedot.com/pages,0,0
https://www.data.gov.cy,1,1
http://www.australianmorningnews.com,0,0
https://www.smfm.org,1,1
https://www.e-stat.go.jp,1,1
https://www.rollxvans.com,1,1
http://www.ns3.name,0,0
https://www.cisa.gov,1,1
https://www.zadar-airport.hr,1,1
https://goimagou.firebaseapp.com/,0,0
https://x4b0lz.webwave.dev/,0,0
https://www.elsotanodelplanner.com,1,1
https://www.littlecolonel.com,1,1
https://sign-rhux8wadlmlvzyiw59mh1yxa8sb21v9nlufbxt0n.website.yandexcloud.net/,0,0
http://minhnguyenvn.ml/rabi/team/n0odl0/3mail@b.c?id=com.google.android.apps.youtube.music,0,0
http://www.otps.globalowa.com,0,0
https://www.sheriyutzy.com,1,1
https://www.coiffurecloe.be,1,1
https://www.journal-of-hepatology.eu,1,1
https://www.solorugs.com,1,1
http://www.proudseas.com,0,0
https://vocemudandoparablack.com/inicio.php,0,0
http://olx.65032333.xyz/l1b1iyfn/technical-works,0,0
https://www.therealmaine.com,1,1
https://greattrade.com.ua/wp-admin/netflixr/,0,0
http://www.publicvoicexml.org,0,0
http://dev-gracefulhk.pantheonsite.io/fonts/images/bg.jpg,0,0
https://file-share-from-alyce-open-view.firebaseapp.com/,0,0
https://www.gema.de,1,1
https://www.missoulachamber.com,1,1
http://w3wallte.link/app/login/index,0,0
https://www.leanoutmethod.com,1,1
http://www.wiggy.me,0,0
https://www.halfhitchgoods.com,1,1
http://www.adl--iren.ml,0,0
https://www.phylsflowers.com,1,1
https://www.iwaredesigns.co.uk,1,1
https://cloudflare-ipfs.com/ipfs/bafybeifv6yzwdh3hnoar5klcu72mvfa3murdrw5qeew6ugjlwit76x3ml4/sogowa.html/,0,0
https://www.tisserontorthodontics.com,1,1
https://www.authenticsoccer.com,1,1
http://www.behpardakh-ir.ga,0,0
https://www.voltrun.com,1,1
http://www.9sg.me,0,0
https://www.quillingsupply.com,1,1
http://www.pdi.fburl.fun,0,0
https://www.andersval.nl,1,1
http://katana.roninchain.sbs,0,0
https://www.faconjacmin.com,1,1
https://ptc-india.com/,0,0
http://www.gamingplanet.us,0,0
https://personas-portalinmediato.top/,0,0
https://www.msk-media.com,1,1
https://login.office-2factauth.org/?auth=2&sso_reload=true,0,0
https://www.booksataglance.com,1,1
https://www.aussievetproducts.com.au,1,1
https://brandee6f94.myportfolio.com/,0,0
http://uriswap.kz,0,0
http://www.alvaovillagecamping.pt,0,0
https://www.bridewants.ca,1,1
https://www.rratdisseny.com,1,1
https://www.coopaloscred.com/,0,1
https://ipfs.io/ipfs/qmcxbrajtmsju36qvfhvgk67yjm4q8jadjvsshgwrxcwi2,0,0
http://www.gsp-gd.com,0,0
https://www.norskolje.museum.no,1,1
http://www.shareliverpoolfc.co.uk,0,0
https://www.atgames.us,1,1
https://www.thrillappeal.com,1,1
https://auigam.com/?utm_source=1ejr3t&utm_medium=facebook_desktop_feed&utm_campaign=rl2_011&utm_content=pzrd_21984+farm_25459&pxl=1304093713685702&pid=1ejr3t&levch=1,0,0
http://www.police-strong-mobile.com,0,0
https://www.naturalchild.org,1,1
http://www.f0564813.xsph.ru,0,0
https://ipfs.io/ipfs/bafkreidxz3tueeoqlhbwvdyxpjzvjamprpudptiwejbnagiy4hp3nsmn3q,0,0
http://www.coower.com,0,0
https://www.bigapplevisitorscenter.com,1,1
http://www.barairhate.com,0,0
https://www.streetspotr.com,1,1
http://www.infosec20.blogspot.com,0,0
https://pub-5751188ad3744fb68857924d5a3e6c9d.r2.dev/script.html?email=carolyn.renzin@fanduel.com,0,0
https://login-cgd.com/,0,0
https://www.noharm.org,1,1
https://datingnearyou.net/rus/all/fr/ms/3-124545-0/?cep=cncjmfvmobvjlhs7eynck-h-1jbgo6idxljos4bebenin0jfw1ts-frzo-vwkcl0lihbybvmqnup7easvdofsaxxbcq-hjvswsuy4mydgtserdf1-66zchj2n98wlosswalramihgp-sufssj2jlhbzsa54sxedvesvf6bauzlqrhobmwuqwidieof_g3kxwxowecncrmt7uj_vbr9ducu-trdgky3odbmjdpbipnl6z-gl7mru6imbcnzctivku0_ewkcx9siaazd6tumkqtqbb8emtspitgq9gzu7ul2jo3ob5xwo8gvmzl4fdpziw3whdmang0gavtmkuqklr50z47te3n5qu2h-hm2vlxpgh7sguckj91rapkenwq28i&lptoken=1666819265cb57e31123,0,0
https://bafybeigustvgcsrqn3ratjr3vydq7o3hrdfs374xg6fbqbm3yjy7s37wte.ipfs.cf-ipfs.com/,0,0
https://www.chinadp.net.cn,1,1
http://www.qiluceo001.cn,0,0
http://val-halla.xyz/claim/,0,0
http://www.eblaq-web-ir.cf,0,0
https://www.dkempdesigns.com,1,1
https://www.gokurban.com,1,1
https://www.marryingmrdarcy.com,1,1
http://www.ljd.csqoy.com,0,0
https://www.princeofpinot.com,1,1
http://www.splitbiin.co,0,0
https://www.singlesaroundme.com,1,1
http://www.therequisites.com,0,0
https://www.ncbex.org,1,1
https://www.pablo-ruiz-picasso.net,1,1
https://docs.google.com/forms/d/1quv0zklyhgw_4y4pfincdtzmt6qim5qffhfuxcb4kl4/viewform?edit_requested=true,0,0
https://www.hamradio-friedrichshafen.de,1,1
https://www.peninsuladailynews.com,1,1
https://www.monoandstereo.com,1,1
https://www.s-re.jp,1,1
https://www.bumppy.com,1,1
http://www.cna-eblagh.tk,0,0
http://www.technowood.co.ke,0,0
https://www.enigma-mag.com,1,1
https://www.unicusano.it,1,1
https://t.ly/5dmn,0,0
https://www.samsclass.info,1,1
https://www.hanielas.com,1,1
https://delevery02.firebaseapp.com/,0,0
https://www.botherm.nl,1,1
https://uknypxl-rqf-3.ml/sharepoint4nwlwvpv0o30zzdwwecgfdx9adklfdxo/,0,0
https://www.vanishingincmagic.com,1,1
https://maildinshaakckjnw355.firebaseapp.com/,0,0
http://secureprotecaccountpage2023.rf.gd/,0,0
https://www.fthis.gr,1,1
https://www.canehdian.com,1,1
https://www.akg.com,1,1
https://yahoo-107073.weeblysite.com/,0,0
https://unga3bunga.web.app/,0,0
http://www.manage-irregular-activity.com/,0,0
https://www.quackenbusharchitects.com,1,1
https://www.cavernas.org.br,1,1
http://www.datoca.com.ve,0,0
https://www.everfocus.com,1,1
https://att-107248.weeblysite.com/,0,0
https://s0987-afcu.web.app/,0,0
https://www.tourcms.com,1,1
https://www.worldofsam.org,1,1
https://jposdpu.com/,0,0
https://c3act446.caspio.com/dp/9376c0000617fd3696aa49c2b601,0,0
http://www.server4fi.exodus.connexxa.it,0,0
https://www.glasgowbeautyblogger.com,1,1
http://www.sighe-yab.gq,0,0
http://www.cclamarablog.xyz,0,0
https://www.brianday.ca,1,1
https://verificationadmin.godaddysites.com/,0,0
http://www.belllflight.com,0,0
http://www.wordpress.cargobikes.com.au,0,0
http://www.msmodule.com,0,0
https://finanville.com.br/engaa/,0,0
https://www.howesoundbri.org,1,1
https://www.thefa.com,1,1
https://www.nyce.net,1,1
https://agxalaoui-kadfcx-ug3kdw45aa-uc.a.run.app/,0,0
https://sites.google.com/view/casdatrocliente/in%c3%adcio,0,0
http://www.independenceday.pafwa.info,0,0
http://www.at-band-camp.net,0,0
https://www.oeyes.com,1,1
https://csnidaccount100045812.firebaseapp.com/,0,0
https://www.leathercouncil.org,1,1
https://defi-lending.club/#/,0,0
https://connection-orangebank-certicode.derlma.com/2385947/,0,0
https://gateway.ipfs.io/ipfs/bafybeide7wd73e7bn26m7l6xpinh54q5si4pgzjyedohnrfbscchaqolnq/,0,0
https://www.pinetreeweb.com,1,1
https://www.deutsche-startups.de,1,1
https://womenworking.com/wp-content/themes/twentytwenty/swisscomspx/swisscom/de/username.html,0,0
http://hollidaycash.de/rd/c1356mtslc13321xehq304vak12137csnc369,0,0
http://www.aabeds.com,0,0
https://www.forsnydercut.com,1,1
https://www.museumofappalachia.org,1,1
http://www.crm.repeta.com.au,0,0
https://www.ivarjacobson.com,1,1
https://www.tuzvo.sk,1,1
https://att-106178-109725.weeblysite.com/,0,0
https://www.hwunion.com,1,1
http://h7dp.hfscsite.org/,0,0
https://helpadcase1002405739503874569.web.app/,0,0
https://volantaire-dupuy.firebaseapp.com/,0,0
http://www.2220027.com,0,0
http://www.yciwfgroetpwetaletomqtahecq96qca.defenderlive.com,0,0
https://www.qfhs.org.au,1,1
http://www.braam.com.br,0,0
https://exch09430-west0403.firebaseapp.com/,0,0
http://www.plutoniumwallet.ml,0,0
https://www.10000steps.org.au,1,1
https://arubahost.it.sell.20-57-10-180.cprapid.com/it/asm/fatturazione-3/index.php?page,0,0
https://www.hemau.de,1,1
http://www.f0598407.xsph.ru,0,0
https://docs.google.com/presentation/d/e/2pacx-1vrnnjs3zbssx0hthet0g3eoxhyrtmklaszmj57c992wdih9x7ybtowxcaa37tw52pcgn8v0sywolwqm/pub?start=false&loop=false&delayms=3000,0,0
https://893bbd2d-0788-4326-8dc3-7ec2aa887ded.id.repl.co,0,0
https://www.khalsaaid.org,1,1
https://ipfs.fleek.co/ipfs/bafybeicrblumvgt2i6uwx5rwnh6h56vjrdvmernhhzwgu3lmgh7f3ynak4,0,0
https://www.fundacionantoniogala.org,1,1
https://www.hofstralawreview.org,1,1
https://www.arithmeum.uni-bonn.de,1,1
https://www.swtor.com,1,1
http://www.mumukafes.net,0,0
https://www.linn.co.uk,1,1
http://www.thetrendskill.com,0,0
https://www.kinetico.com,1,1
https://maildinshaakckjnw601.firebaseapp.com/,0,0
https://www.yogapod.com,1,1
http://organisasi.bulungan.go.id/public/nax3659ibkk1pgguhiaozvnhsfsr0ght,0,0
https://www.liveyourdream.org,1,1
https://www.netl.doe.gov,1,1
https://www.manjaro.org,1,1
https://www.juulswinkeltje.nl,1,1
https://www.osakac.ac.jp,1,1
https://www.fireriskassessmentapp.co.uk,1,1
http://www.ambangnetwork.com.my,0,0
http://www.quvve-qazaiie.cf,0,0
https://www.indianeconomy.net,1,1
http://www.rough-grass-45e9.poecdjusb.workers.dev,0,0
https://6zzi.short.gy/dcpoe0,0,0
https://www.business.govt.nz,1,1
https://www.reinamwilliams.com,1,1
https://www.louisa-models.de,1,1
https://www.radarpages.co.uk,1,1
https://upgradeneeded50.wixsite.com/my-site,0,0
https://the-redirector.senorita.workers.dev/qmfnejohwz5ub16i1lguej8q3uynhlxtg5x,0,0
https://www.1800beisbol.com,1,1
https://www.fundly.com,1,1
https://www.compsych.com,1,1
https://www.newsfilecorp.com,1,1
https://www.metalfan.ro,1,1
https://bienvenidoshome2.rockbros.repl.co,0,0
http://www.hopsaway.com,0,0
https://www.aliorbank.pl,1,1
https://www.exodusinternational.org,1,1
https://www.furninfo.com,1,1
https://www.ville-saint-malo.fr,1,1
https://www.southernlinc.com,1,1
https://www.sportingferret.com,1,1
http://1622c96b-1c2e-471d-9689-1bc68d9014ca.id.repl.co,0,0
https://www.jazzarium.pl,1,1
https://www.fishingreminder.com,1,1
https://bnk-voroodmlt.net/,0,0
https://www.plenigo.com,1,1
http://www.zirrimarra.eus,0,0
https://www.skiply.ae,1,1
https://www.ispace1.com,1,1
https://www.newhavenreview.com,1,1
https://www.doublage.qc.ca,1,1
https://bafybeidwh73svzkbley2zxtiuh2lpgvrsecxt4jkbu3kjvfktw3hd2qbn4.ipfs.dweb.link/,0,0
https://www.uhcu.org,1,1
https://acesso.acomapnhamentodigital2023.com/luiza/?userid=3&uri=j+/2yrb07ovfc050q1+wmfaxcwckjcrixiwjfothepu=,0,0
https://bafybeifkzjedon3gsio76zaxs2w6nm7dghqxsl3ikylmrslxj4ic2bwuoy.ipfs.dweb.link/,0,0
https://webmail-101187.weeblysite.com/,0,0
https://www.weartruthandgold.com,1,1
http://108382455021037.my.id/,0,0
https://kolea-construct.be/vilaine/110/centre_client/utilisateur-95965839656169684458/,0,0
https://www.nycpretty.com,1,1
https://hd76-bd-7.firebaseapp.com/,0,0
https://www.opportunityhamilton.co.nz,1,1
https://www.musashinobank.co.jp,1,1
http://faizankhan0408.github.io/netflix-project/,0,0
http://www.proxyfl.info,0,0
https://www.brisbaneinternational.com.au,1,1
https://fb-restriction-case-22cb5.firebaseapp.com/,0,0
http://www.amarguwahati.com,0,0
https://www.piratemedia1.com,1,1
https://www.lizkeepsitreal.com,1,1
https://www.tengusake.com,1,1
https://maildinshaakckjnw97.firebaseapp.com/,0,0
https://www.sandia.org,1,1
https://www.estesparkshuttle.com,1,1
https://www.septictankdayton.com,1,1
https://www.horsestep.com,1,1
https://www.oxfamindia.org,1,1
https://www.dimensionantropologica.inah.gob.mx,1,1
http://www.hostedforfree.com,0,0
https://www.nliveradio.com,1,1
http://www.sincoherenmachine.com,0,0
https://manages-hostinges.studiorevelli.it/pec/managehosting/,0,0
https://st43-hi7.web.app/,0,0
https://www.everythingdecorated.com,1,1
https://www.captivate.fm,1,1
https://newplanet.biz/stcu,0,0
https://www.ricbanks.com,1,1
https://www.whittieralaska.gov,1,1
https://www.russianlife.com,1,1
https://www.coaphoto.com,1,1
https://www.shgc.org.uk,1,1
https://www.fieldgulls.com,1,1
https://www.protectchagos.org,1,1
https://diroects.cyou/koireno.php,0,0
https://eiliashop.com/office365-rd247-rd900/,0,0
https://thecoachswife.com/pp1/6e2e2b/signin.php,0,0
https://helpcase100234570932649034.firebaseapp.com/,0,0
https://ec889v.webwave.dev/,0,0
https://www.schramsberg.com,1,1
http://www.down9.downyouxi.com,0,0
http://www.amerioaoexpreos.co.jp.r8ho8heg90xrp8oa.shop/,0,0
http://www.seite24.eu,0,0
https://www.metaflix.com,1,1
https://www.onlinesazkovekancelare.cz,1,1
http://www.disorderstatus.ru,0,0
http://www.cbrewards.xyz,0,0
https://www.perennials.com,1,1
https://www.news-line.com,1,1
https://www.niis.org,1,1
http://galicia2311.galicia2311.repl.co/,0,0
https://www.totalwar.com,1,1
http://www.trenz.pl,0,0
https://mmetatamamks.azurewebsites.net,0,0
https://offcie-online.com,0,0
https://www.centreformentalhealth.org.uk,1,1
http://www.sana-alirdran.cf,0,0
https://www.new-kid.com,1,1
http://www.ssh.gammaboat.us,0,0
https://service-106870.square.site/,0,0
https://sxzxnj.top/,0,0
https://att-102401.weeblysite.com/,0,0
https://www.lodgeonlakesiesta.com,1,1
http://www.100webspace.com,0,0
https://www.stirlingshop.de,1,1
https://www.callupcontact.com,1,1
http://www.wtfismyip.com,0,0
https://www.openvdb.org,1,1
http://paxfuswork.com,0,0
http://www.hav.earthsolution.org,0,0
https://www.waterandpower.org,1,1
http://gemiumilggin.godaddysites.com/,0,0
https://green-maroon-drug.glitch.me/yoepyg.html#hueseyin.dogan@1und1.de,0,0
https://www.classifiedads.com,1,1
https://www.town.aichi-mihama.lg.jp,1,1
https://www.munters.com,1,1
http://www.rakutan-cacb.sckdvpu.cn/,0,0
https://www.ucnj.com,1,1
https://www.scrum-institute.org,1,1
http://www.sastodharan.com,0,0
https://www.expertmarketresearch.com,1,1
https://www.kristenbaird.com,1,1
https://www.williamrobertson.net,1,1
https://www.rijckheyt.nl,1,1
http://www.erinsn.digital,0,0
https://www.lasposabella.com.au,1,1
http://www.fftpoor.com,0,0
https://ipfs.io/ipfs/bafybeig5bh4eqnlw5j6dec5icalr4toipbqlpwbetqatlpat6nvjxmatwa/ref.html,0,0
http://43.156.237.181/v3/signin/identifier?dsh=s-1979351520:1678993237466473&amp;continue=https://accounts.google.com/?&amp;xrealip=149.56.153.180&amp;followup=https://accounts.google.com/?&amp;xrealip=149.56.153.180&amp;ifkv=awnoghekxk_gvuv9z07xx8lfk19kp9vzp0yun1c2xwhn0frayrtlo4ucsqmr93wgtnzed0oy5q2uvg&amp;passive=1209600&amp;xrealip=149.56.153.180&amp;flowname=glifwebsignin&amp;flowentry=servicelogin,0,0
https://bafybeihfrpwpmqraoi5zqletieyyjlrrse75oqkm6zl2izf4vpac53macq.ipfs.dweb.link/?filename=qmdnhphiktfycfcw1cqk8ni8xt7ymeoqvcjn67jfeqqtd9#example@example.com,0,0
http://www.03113659.com/,0,0
https://www.globalmentalhealth.org,1,1
https://www.bijourama.com,1,1
https://www.thefuturelaboratory.com,1,1
https://www.fancy-fit.com,1,1
https://www.lamphun.go.th,1,1
https://www.101thingstodo.net,1,1
https://www.olaproperties.com,1,1
https://www.qsm.com,1,1
https://www.baretoothapparel.com,1,1
https://www.wsc.edu,1,1
https://www.newshounds.us,1,1
https://www.thesocialcontract.com,1,1
https://www.jast.jp,1,1
https://www.sitterlandia.it,1,1
https://www.harrietcarter.com,1,1
https://www.binaryoptionsarmy.com,1,1
http://www.saiaonaard.co.jp.motuscapital.xyz/,0,0
https://www.maloutlive.com,1,1
https://panelweb-4cae2.web.app/webmail-2096/index.htm#?outgoing@utu.fi,0,0
https://www.oarsijournal.com,1,1
http://www.f0535280.xsph.ru,0,0
https://aol-104119.weeblysite.com/,0,0
https://www.dcma.mil,1,1
https://yahoologinscreen.wixsite.com/lrrcontroller,0,0
http://www.9551777.com,0,0
https://storageapi-stg.fleek.co/6c5e0145-aee9-49fc-9228-08dde84ed78c-bucket/mmm/office.html,0,0
https://post-saudi.web.app/,0,0
http://www.myspace-unblocker.org,0,0
https://mainnetconns.netlify.app/connection.html,0,0
https://www.infomart-usa.com,1,1
https://morning-smoke-08d8.u84799i09929.workers.dev/,0,0
https://metamask-usa-walet.godaddysites.com/,0,0
https://www.mbsmissionaries.org,1,1
https://wwxhajudjgwjklckvzgs23.web.app/,0,0
https://adey7-51fd269c-e72e-41f3-ae05-b7d5a7fd239.myportfolio.com/,0,0
https://www.explorandomexico.com,1,1
https://ionosacc1n10035600.web.app/,0,0
https://www.pinflair.co.uk,1,1
https://www.aqua-land.hu,1,1
https://my-business-107454-108545.square.site/,0,0
https://szhur9yjg.firebaseapp.com/,0,0
https://monbalz.web.app/,0,0
https://www.gilesandgiles.com,1,1
https://www.visitizmir.org,1,1
https://www.eatonvance.com,1,1
https://www.katarinapoturnay.com,1,1
http://antivirus-nod-probnik.sepa-00980-force-drop.oa.r.appspot.com/?fbclid=iwar3vildf8sghk5yvsh52c3k4lycypeli3zafzxnsdsjlkp6x4zg1xblg4hc,0,0
https://www.lilalo.com,1,1
https://www.cmrlink.org,1,1
https://www.intesasanpaolo.com,1,1
https://www.xlab.si,1,1
https://www.samos-travel.com,1,1
https://bnpparibas-info.web.app/,0,0
http://www.vinflag.com,0,0
https://ygn.d79.mywebsitetransfer.com/,0,0
https://www.telesambre.be,1,1
https://www.markiac.addr.com,1,0
https://www.jancisrobinson.com,1,1
https://www.sortiraparis.com,1,1
https://www.comarsistemi.it,1,1
https://aol-101477.weeblysite.com/,0,0
http://ihnaim22.github.io/facebook-old-login-page,0,0
http://www.45zv.yewhd.com,0,0
http://www.mustache-styles.com,0,0
http://www.sportprognoz.club,0,0
https://www.cream.cz,1,1
https://www.eduonix.com,1,1
https://www.cpflnasescolas.com.br,1,1
https://www.trailexplorers.com,1,1
https://www.openkitchenmiami.com,1,1
https://www.fig.us,1,1
https://www.thompsonrd.com,1,1
http://www.dnsweb.org,0,0
https://www.amazcon-co-jp.amacszan.srnjtd.top/ap/signin,0,0
http://www.fose.mos2ioa.com,0,0
http://www.a0329841.xsph.ru,0,0
http://www.18not.demasys.net,0,0
https://www.hpsc.ie,1,1
http://www.imtokcn.org,0,0
https://www.kass.is,1,1
https://www.hindutamil.in,1,1
https://www.fasxty.tk/jp,0,0
https://www.suzuki.co.jp,1,1
https://1cee3cb2-b435-4252-81c7-b32e8078195f.id.repl.co/,0,0
https://www.3rdmardiv.marines.mil,1,1
https://www.sceptiques.qc.ca,1,1
https://facebook-help-5005247893634505.firebaseapp.com/,0,0
https://www.cron24.com,1,1
http://www.xana.fr,0,0
https://www.cookingwithmanuela.com,1,1
http://www.tribupublicidad.com.co,0,0
http://www.updete-divari.ml,0,0
http://www.msupdates.com,0,0
http://u1997010.cp.regruhosting.ru/,0,0
https://ipfs.io/ipfs/qmwn3s9gr5sfarhwkh6esjextnbr4fopsr2nxmzj5zyvhs?filename=chipay.html,0,0
https://att-108985-102861.weeblysite.com/,0,0
https://www.jobcenterofwisconsin.com,1,1
https://www.parkerdewey.com,1,1
https://www.hascode.com,1,1
https://asociaciongalicia--portalonlinee.repl.co/,0,0
https://www.speedgoat.com,1,1
